Ward,Precinct,RAHM EMANUEL,WILLIE WILSON,ROBERT W. FIORETTI,"JESUS ""CHUY"" GARCIA",WILLIAM WALLS III,Votes Cast
32.0,6.0,92.0,5.0,12.0,49.0,0.0,158.0
32.0,7.0,106.0,7.0,17.0,62.0,3.0,195.0
32.0,8.0,108.0,2.0,11.0,39.0,1.0,161.0
32.0,9.0,110.0,3.0,17.0,81.0,1.0,212.0
32.0,10.0,110.0,8.0,13.0,59.0,0.0,190.0
32.0,11.0,71.0,6.0,10.0,151.0,1.0,239.0
32.0,12.0,63.0,6.0,13.0,128.0,3.0,213.0
32.0,13.0,113.0,4.0,16.0,37.0,1.0,171.0
32.0,14.0,62.0,2.0,21.0,118.0,1.0,204.0
32.0,15.0,96.0,9.0,17.0,74.0,0.0,196.0
32.0,16.0,85.0,3.0,21.0,104.0,3.0,216.0
32.0,17.0,75.0,6.0,22.0,138.0,2.0,243.0
32.0,18.0,112.0,1.0,11.0,40.0,0.0,164.0
32.0,19.0,65.0,4.0,16.0,78.0,2.0,165.0
32.0,20.0,60.0,10.0,13.0,178.0,4.0,265.0
32.0,21.0,120.0,2.0,20.0,97.0,5.0,244.0
32.0,22.0,85.0,8.0,20.0,164.0,4.0,281.0
32.0,23.0,106.0,2.0,30.0,68.0,0.0,206.0
32.0,24.0,61.0,3.0,10.0,24.0,0.0,98.0
32.0,25.0,92.0,2.0,16.0,74.0,1.0,185.0
32.0,26.0,84.0,0.0,26.0,137.0,1.0,248.0
32.0,27.0,121.0,6.0,5.0,58.0,1.0,191.0
32.0,28.0,74.0,7.0,14.0,137.0,3.0,235.0
32.0,29.0,106.0,5.0,14.0,111.0,0.0,236.0
32.0,30.0,106.0,5.0,6.0,33.0,0.0,150.0
32.0,31.0,110.0,4.0,16.0,59.0,1.0,190.0
32.0,32.0,102.0,3.0,21.0,71.0,0.0,197.0
32.0,33.0,114.0,5.0,20.0,54.0,2.0,195.0
32.0,34.0,72.0,8.0,20.0,82.0,0.0,182.0
32.0,35.0,95.0,0.0,13.0,64.0,1.0,173.0
32.0,36.0,101.0,6.0,19.0,53.0,1.0,180.0
32.0,37.0,56.0,5.0,18.0,70.0,3.0,152.0
32.0,38.0,84.0,1.0,12.0,66.0,1.0,164.0
32.0,39.0,112.0,5.0,8.0,42.0,1.0,168.0
32.0,40.0,124.0,1.0,15.0,70.0,1.0,211.0
32.0,41.0,111.0,10.0,6.0,64.0,2.0,193.0
32.0,42.0,90.0,4.0,16.0,67.0,2.0,179.0
32.0,43.0,75.0,1.0,12.0,119.0,3.0,210.0
33.0,1.0,86.0,11.0,18.0,152.0,2.0,269.0
33.0,2.0,130.0,16.0,15.0,166.0,8.0,335.0
33.0,3.0,94.0,10.0,17.0,184.0,2.0,307.0
33.0,4.0,104.0,4.0,18.0,154.0,1.0,281.0
33.0,5.0,99.0,3.0,21.0,88.0,1.0,212.0
33.0,6.0,99.0,4.0,16.0,116.0,3.0,238.0
33.0,7.0,129.0,13.0,21.0,132.0,7.0,302.0
33.0,8.0,206.0,12.0,36.0,201.0,4.0,459.0
33.0,9.0,137.0,6.0,15.0,131.0,3.0,292.0
33.0,10.0,167.0,18.0,18.0,106.0,5.0,314.0
33.0,11.0,101.0,5.0,17.0,150.0,2.0,275.0
33.0,12.0,117.0,2.0,16.0,139.0,4.0,278.0
33.0,13.0,74.0,4.0,19.0,140.0,7.0,244.0
33.0,14.0,35.0,3.0,8.0,67.0,0.0,113.0
33.0,15.0,121.0,11.0,25.0,168.0,1.0,326.0
33.0,16.0,181.0,19.0,22.0,181.0,5.0,408.0
33.0,17.0,123.0,11.0,21.0,157.0,5.0,317.0
33.0,18.0,93.0,8.0,17.0,184.0,5.0,307.0
33.0,19.0,92.0,10.0,16.0,115.0,7.0,240.0
33.0,20.0,123.0,13.0,25.0,152.0,2.0,315.0
33.0,21.0,116.0,8.0,15.0,142.0,4.0,285.0
33.0,22.0,180.0,6.0,14.0,151.0,1.0,352.0
33.0,23.0,115.0,14.0,21.0,153.0,8.0,311.0
33.0,24.0,220.0,15.0,43.0,204.0,3.0,485.0
33.0,25.0,130.0,19.0,17.0,159.0,7.0,332.0
33.0,26.0,53.0,4.0,12.0,121.0,3.0,193.0
33.0,27.0,82.0,10.0,12.0,112.0,2.0,218.0
33.0,28.0,69.0,10.0,12.0,110.0,3.0,204.0
34.0,1.0,141.0,53.0,10.0,81.0,15.0,300.0
34.0,2.0,114.0,60.0,2.0,51.0,16.0,243.0
34.0,3.0,130.0,48.0,9.0,53.0,15.0,255.0
34.0,4.0,87.0,47.0,3.0,52.0,11.0,200.0
34.0,5.0,107.0,38.0,12.0,58.0,12.0,227.0
34.0,6.0,135.0,80.0,12.0,54.0,24.0,305.0
34.0,7.0,153.0,61.0,7.0,55.0,19.0,295.0
34.0,8.0,66.0,51.0,9.0,43.0,13.0,182.0
34.0,9.0,83.0,70.0,7.0,32.0,4.0,196.0
34.0,10.0,120.0,65.0,8.0,56.0,6.0,255.0
34.0,11.0,90.0,50.0,5.0,37.0,16.0,198.0
34.0,12.0,127.0,57.0,7.0,74.0,18.0,283.0
34.0,13.0,99.0,90.0,8.0,54.0,17.0,268.0
34.0,14.0,77.0,56.0,11.0,25.0,15.0,184.0
34.0,15.0,77.0,47.0,6.0,29.0,13.0,172.0
34.0,16.0,77.0,63.0,6.0,40.0,7.0,193.0
34.0,17.0,142.0,62.0,9.0,66.0,17.0,296.0
34.0,18.0,86.0,55.0,4.0,35.0,10.0,190.0
34.0,19.0,100.0,62.0,8.0,41.0,18.0,229.0
34.0,20.0,166.0,69.0,10.0,64.0,13.0,322.0
34.0,21.0,155.0,80.0,17.0,74.0,15.0,341.0
34.0,22.0,132.0,50.0,5.0,54.0,20.0,261.0
34.0,23.0,101.0,57.0,5.0,43.0,6.0,212.0
34.0,24.0,91.0,50.0,6.0,50.0,13.0,210.0
34.0,25.0,131.0,78.0,4.0,61.0,18.0,292.0
34.0,26.0,130.0,71.0,9.0,52.0,13.0,275.0
34.0,27.0,85.0,68.0,6.0,36.0,18.0,213.0
34.0,28.0,79.0,48.0,7.0,17.0,6.0,157.0
34.0,29.0,74.0,65.0,4.0,39.0,17.0,199.0
34.0,30.0,125.0,66.0,11.0,58.0,20.0,280.0
34.0,31.0,85.0,55.0,4.0,22.0,11.0,177.0
34.0,32.0,118.0,62.0,6.0,35.0,11.0,232.0
34.0,33.0,89.0,68.0,8.0,29.0,9.0,203.0
34.0,34.0,120.0,57.0,7.0,64.0,22.0,270.0
34.0,35.0,108.0,64.0,8.0,55.0,20.0,255.0
34.0,36.0,92.0,75.0,11.0,67.0,10.0,255.0
34.0,37.0,66.0,46.0,3.0,30.0,8.0,153.0
34.0,38.0,69.0,48.0,6.0,20.0,2.0,145.0
34.0,39.0,78.0,50.0,7.0,31.0,21.0,187.0
34.0,40.0,113.0,68.0,10.0,58.0,12.0,261.0
34.0,41.0,84.0,42.0,10.0,28.0,14.0,178.0
34.0,42.0,121.0,59.0,6.0,67.0,18.0,271.0
34.0,43.0,116.0,51.0,12.0,52.0,17.0,248.0
34.0,44.0,131.0,62.0,7.0,46.0,12.0,258.0
34.0,45.0,154.0,39.0,8.0,48.0,18.0,267.0
34.0,46.0,87.0,36.0,9.0,39.0,5.0,176.0
34.0,47.0,112.0,59.0,1.0,35.0,14.0,221.0
34.0,48.0,119.0,76.0,5.0,76.0,23.0,299.0
34.0,49.0,120.0,72.0,17.0,81.0,22.0,312.0
34.0,50.0,82.0,71.0,8.0,34.0,12.0,207.0
34.0,51.0,138.0,59.0,13.0,79.0,13.0,302.0
34.0,52.0,107.0,32.0,9.0,58.0,10.0,216.0
34.0,53.0,63.0,37.0,3.0,21.0,4.0,128.0
35.0,1.0,76.0,4.0,15.0,145.0,0.0,240.0
35.0,2.0,88.0,2.0,16.0,180.0,3.0,289.0
35.0,3.0,47.0,9.0,8.0,120.0,4.0,188.0
35.0,4.0,101.0,4.0,15.0,132.0,1.0,253.0
35.0,5.0,56.0,13.0,10.0,104.0,2.0,185.0
35.0,6.0,63.0,6.0,11.0,102.0,2.0,184.0
35.0,7.0,48.0,7.0,11.0,147.0,1.0,214.0
35.0,8.0,40.0,7.0,7.0,124.0,1.0,179.0
35.0,9.0,85.0,16.0,11.0,131.0,3.0,246.0
35.0,10.0,71.0,5.0,17.0,180.0,2.0,275.0
35.0,11.0,79.0,8.0,14.0,132.0,2.0,235.0
35.0,12.0,24.0,3.0,3.0,100.0,1.0,131.0
35.0,13.0,50.0,6.0,2.0,82.0,1.0,141.0
35.0,14.0,50.0,4.0,5.0,106.0,1.0,166.0
35.0,15.0,59.0,3.0,15.0,174.0,2.0,253.0
35.0,16.0,34.0,6.0,2.0,84.0,2.0,128.0
35.0,17.0,83.0,11.0,4.0,104.0,3.0,205.0
35.0,18.0,79.0,0.0,2.0,115.0,2.0,198.0
35.0,19.0,36.0,3.0,6.0,91.0,1.0,137.0
35.0,20.0,57.0,5.0,8.0,75.0,1.0,146.0
35.0,21.0,67.0,5.0,9.0,103.0,0.0,184.0
35.0,22.0,99.0,2.0,16.0,105.0,0.0,222.0
35.0,23.0,86.0,6.0,16.0,111.0,3.0,222.0
35.0,24.0,67.0,4.0,14.0,96.0,1.0,182.0
35.0,25.0,79.0,5.0,11.0,121.0,1.0,217.0
35.0,26.0,70.0,6.0,19.0,86.0,2.0,183.0
35.0,27.0,73.0,8.0,11.0,99.0,2.0,193.0
35.0,28.0,71.0,3.0,8.0,116.0,4.0,202.0
35.0,29.0,69.0,9.0,8.0,82.0,0.0,168.0
35.0,30.0,87.0,9.0,13.0,83.0,6.0,198.0
35.0,31.0,87.0,6.0,23.0,117.0,3.0,236.0
36.0,1.0,87.0,6.0,20.0,103.0,4.0,220.0
36.0,2.0,56.0,8.0,8.0,101.0,4.0,177.0
36.0,3.0,82.0,14.0,19.0,88.0,2.0,205.0
36.0,4.0,71.0,16.0,7.0,107.0,0.0,201.0
36.0,5.0,85.0,26.0,12.0,82.0,1.0,206.0
36.0,6.0,62.0,14.0,3.0,89.0,0.0,168.0
36.0,7.0,157.0,12.0,58.0,96.0,2.0,325.0
36.0,8.0,39.0,10.0,10.0,86.0,0.0,145.0
36.0,9.0,42.0,8.0,7.0,93.0,2.0,152.0
36.0,10.0,76.0,14.0,14.0,104.0,4.0,212.0
36.0,11.0,54.0,1.0,8.0,68.0,0.0,131.0
36.0,12.0,45.0,4.0,5.0,72.0,0.0,126.0
36.0,13.0,35.0,6.0,3.0,86.0,0.0,130.0
36.0,14.0,94.0,7.0,34.0,103.0,1.0,239.0
36.0,15.0,105.0,9.0,42.0,109.0,1.0,266.0
36.0,16.0,104.0,13.0,25.0,91.0,2.0,235.0
36.0,17.0,117.0,6.0,23.0,107.0,0.0,253.0
36.0,18.0,116.0,7.0,21.0,87.0,5.0,236.0
36.0,19.0,67.0,11.0,25.0,113.0,4.0,220.0
36.0,20.0,89.0,6.0,31.0,103.0,3.0,232.0
36.0,21.0,60.0,7.0,10.0,76.0,3.0,156.0
36.0,22.0,28.0,3.0,10.0,76.0,1.0,118.0
36.0,23.0,63.0,14.0,6.0,77.0,0.0,160.0
36.0,24.0,86.0,3.0,39.0,87.0,1.0,216.0
36.0,25.0,45.0,7.0,5.0,100.0,0.0,157.0
36.0,26.0,86.0,14.0,35.0,57.0,4.0,196.0
36.0,27.0,91.0,7.0,25.0,64.0,5.0,192.0
36.0,28.0,80.0,9.0,33.0,96.0,1.0,219.0
36.0,29.0,126.0,12.0,45.0,90.0,1.0,274.0
36.0,30.0,103.0,3.0,24.0,98.0,1.0,229.0
37.0,1.0,96.0,49.0,4.0,30.0,8.0,187.0
37.0,2.0,44.0,34.0,4.0,39.0,5.0,126.0
37.0,3.0,59.0,46.0,5.0,27.0,10.0,147.0
37.0,4.0,68.0,53.0,13.0,47.0,6.0,187.0
37.0,5.0,112.0,68.0,7.0,51.0,12.0,250.0
37.0,6.0,91.0,67.0,10.0,47.0,22.0,237.0
37.0,7.0,60.0,34.0,12.0,42.0,12.0,160.0
37.0,8.0,60.0,33.0,6.0,30.0,0.0,129.0
37.0,9.0,85.0,66.0,12.0,34.0,10.0,207.0
37.0,10.0,98.0,52.0,9.0,73.0,14.0,246.0
37.0,11.0,63.0,41.0,10.0,30.0,9.0,153.0
37.0,12.0,60.0,32.0,6.0,50.0,8.0,156.0
37.0,13.0,66.0,43.0,2.0,35.0,9.0,155.0
37.0,14.0,89.0,76.0,9.0,40.0,2.0,216.0
37.0,15.0,122.0,56.0,12.0,40.0,10.0,240.0
37.0,16.0,109.0,70.0,13.0,44.0,11.0,247.0
37.0,17.0,70.0,61.0,6.0,23.0,6.0,166.0
37.0,18.0,92.0,61.0,11.0,44.0,10.0,218.0
37.0,19.0,42.0,50.0,11.0,26.0,9.0,138.0
37.0,20.0,50.0,59.0,4.0,31.0,7.0,151.0
37.0,21.0,76.0,49.0,12.0,48.0,6.0,191.0
37.0,22.0,81.0,38.0,10.0,66.0,4.0,199.0
37.0,23.0,92.0,80.0,11.0,46.0,14.0,243.0
37.0,24.0,85.0,61.0,5.0,35.0,13.0,199.0
37.0,25.0,97.0,67.0,9.0,37.0,8.0,218.0
37.0,26.0,131.0,70.0,11.0,54.0,10.0,276.0
37.0,27.0,65.0,76.0,13.0,40.0,10.0,204.0
37.0,28.0,64.0,44.0,4.0,56.0,10.0,178.0
37.0,29.0,85.0,65.0,10.0,55.0,19.0,234.0
37.0,30.0,75.0,61.0,13.0,36.0,9.0,194.0
37.0,31.0,109.0,65.0,16.0,46.0,10.0,246.0
37.0,32.0,77.0,54.0,7.0,52.0,21.0,211.0
37.0,33.0,117.0,56.0,10.0,39.0,10.0,232.0
37.0,34.0,93.0,60.0,7.0,30.0,12.0,202.0
37.0,35.0,106.0,71.0,12.0,44.0,10.0,243.0
37.0,36.0,90.0,51.0,5.0,33.0,7.0,186.0
37.0,37.0,81.0,73.0,11.0,32.0,10.0,207.0
37.0,38.0,90.0,68.0,17.0,59.0,15.0,249.0
37.0,39.0,74.0,50.0,9.0,52.0,10.0,195.0
37.0,40.0,93.0,76.0,5.0,50.0,15.0,239.0
37.0,41.0,104.0,66.0,6.0,44.0,4.0,224.0
38.0,1.0,117.0,4.0,21.0,85.0,4.0,231.0
38.0,2.0,181.0,12.0,94.0,111.0,1.0,399.0
38.0,3.0,121.0,5.0,29.0,83.0,3.0,241.0
38.0,4.0,149.0,7.0,52.0,84.0,2.0,294.0
38.0,5.0,134.0,6.0,48.0,101.0,1.0,290.0
38.0,6.0,108.0,5.0,43.0,102.0,2.0,260.0
38.0,7.0,135.0,10.0,74.0,93.0,1.0,313.0
38.0,8.0,116.0,5.0,34.0,96.0,3.0,254.0
38.0,9.0,172.0,6.0,56.0,97.0,2.0,333.0
38.0,10.0,99.0,6.0,35.0,68.0,5.0,213.0
38.0,11.0,106.0,4.0,24.0,88.0,1.0,223.0
38.0,12.0,165.0,10.0,63.0,78.0,2.0,318.0
38.0,13.0,127.0,10.0,54.0,123.0,4.0,318.0
38.0,14.0,116.0,6.0,41.0,96.0,5.0,264.0
38.0,15.0,112.0,5.0,26.0,88.0,1.0,232.0
38.0,16.0,131.0,6.0,49.0,89.0,0.0,275.0
38.0,17.0,142.0,12.0,71.0,107.0,1.0,333.0
38.0,18.0,135.0,9.0,36.0,89.0,6.0,275.0
38.0,19.0,161.0,7.0,38.0,59.0,2.0,267.0
38.0,20.0,125.0,7.0,53.0,85.0,2.0,272.0
38.0,21.0,89.0,8.0,27.0,97.0,0.0,221.0
38.0,22.0,124.0,5.0,33.0,82.0,3.0,247.0
38.0,23.0,157.0,14.0,42.0,74.0,4.0,291.0
38.0,24.0,183.0,11.0,52.0,111.0,1.0,358.0
38.0,25.0,94.0,9.0,33.0,67.0,1.0,204.0
38.0,26.0,152.0,5.0,29.0,73.0,4.0,263.0
38.0,27.0,147.0,6.0,45.0,87.0,3.0,288.0
38.0,28.0,168.0,5.0,68.0,104.0,2.0,347.0
38.0,29.0,132.0,7.0,41.0,65.0,2.0,247.0
38.0,30.0,121.0,7.0,67.0,91.0,1.0,287.0
38.0,31.0,127.0,6.0,36.0,110.0,1.0,280.0
38.0,32.0,112.0,11.0,27.0,71.0,2.0,223.0
38.0,33.0,99.0,12.0,25.0,87.0,2.0,225.0
38.0,34.0,99.0,10.0,20.0,93.0,3.0,225.0
38.0,35.0,99.0,5.0,34.0,114.0,2.0,254.0
38.0,36.0,117.0,6.0,19.0,77.0,1.0,220.0
38.0,37.0,115.0,6.0,31.0,125.0,1.0,278.0
38.0,38.0,128.0,11.0,35.0,69.0,9.0,252.0
38.0,39.0,145.0,12.0,27.0,108.0,1.0,293.0
38.0,40.0,143.0,8.0,31.0,78.0,0.0,260.0
38.0,41.0,145.0,3.0,20.0,89.0,4.0,261.0
39.0,1.0,137.0,5.0,38.0,100.0,2.0,282.0
39.0,2.0,242.0,10.0,16.0,71.0,7.0,346.0
39.0,3.0,124.0,14.0,21.0,83.0,1.0,243.0
39.0,4.0,135.0,3.0,42.0,94.0,5.0,279.0
39.0,5.0,138.0,3.0,26.0,115.0,2.0,284.0
39.0,6.0,107.0,3.0,37.0,100.0,1.0,248.0
39.0,7.0,111.0,5.0,23.0,102.0,1.0,242.0
39.0,8.0,104.0,9.0,25.0,155.0,4.0,297.0
39.0,9.0,145.0,4.0,23.0,79.0,3.0,254.0
39.0,10.0,67.0,4.0,8.0,51.0,1.0,131.0
39.0,11.0,118.0,6.0,27.0,91.0,2.0,244.0
39.0,12.0,125.0,15.0,10.0,129.0,1.0,280.0
39.0,13.0,102.0,9.0,26.0,86.0,0.0,223.0
39.0,14.0,95.0,9.0,21.0,68.0,2.0,195.0
39.0,15.0,198.0,7.0,36.0,78.0,2.0,321.0
39.0,16.0,80.0,3.0,6.0,78.0,4.0,171.0
39.0,17.0,139.0,7.0,37.0,115.0,2.0,300.0
39.0,18.0,106.0,3.0,14.0,129.0,0.0,252.0
39.0,19.0,127.0,4.0,31.0,103.0,2.0,267.0
39.0,20.0,151.0,12.0,45.0,120.0,2.0,330.0
39.0,21.0,111.0,12.0,34.0,78.0,2.0,237.0
39.0,22.0,64.0,10.0,16.0,80.0,0.0,170.0
39.0,23.0,150.0,10.0,43.0,91.0,2.0,296.0
39.0,24.0,168.0,11.0,57.0,149.0,3.0,388.0
39.0,25.0,77.0,5.0,14.0,70.0,2.0,168.0
39.0,26.0,127.0,4.0,32.0,103.0,2.0,268.0
39.0,27.0,33.0,2.0,10.0,18.0,0.0,63.0
39.0,28.0,125.0,13.0,33.0,133.0,2.0,306.0
39.0,29.0,58.0,3.0,12.0,36.0,0.0,109.0
39.0,30.0,118.0,11.0,22.0,140.0,7.0,298.0
39.0,31.0,89.0,4.0,23.0,89.0,2.0,207.0
39.0,32.0,123.0,8.0,15.0,88.0,1.0,235.0
39.0,33.0,111.0,13.0,13.0,107.0,4.0,248.0
39.0,34.0,125.0,10.0,22.0,92.0,5.0,254.0
39.0,35.0,109.0,14.0,18.0,136.0,8.0,285.0
39.0,36.0,59.0,7.0,12.0,30.0,1.0,109.0
39.0,37.0,172.0,14.0,28.0,106.0,1.0,321.0
39.0,38.0,111.0,0.0,18.0,47.0,1.0,177.0
39.0,39.0,80.0,3.0,11.0,77.0,1.0,172.0
39.0,40.0,123.0,4.0,33.0,73.0,1.0,234.0
39.0,41.0,161.0,18.0,48.0,114.0,1.0,342.0
39.0,42.0,167.0,10.0,45.0,90.0,1.0,313.0
39.0,43.0,158.0,4.0,37.0,105.0,3.0,307.0
39.0,44.0,112.0,12.0,30.0,85.0,2.0,241.0
39.0,45.0,150.0,12.0,34.0,87.0,2.0,285.0
40.0,1.0,111.0,4.0,17.0,72.0,2.0,206.0
40.0,2.0,106.0,7.0,25.0,81.0,10.0,229.0
40.0,3.0,113.0,4.0,13.0,121.0,1.0,252.0
40.0,4.0,77.0,7.0,13.0,61.0,4.0,162.0
40.0,5.0,121.0,6.0,13.0,109.0,1.0,250.0
40.0,6.0,92.0,8.0,18.0,137.0,3.0,258.0
40.0,7.0,137.0,4.0,22.0,123.0,0.0,286.0
40.0,8.0,118.0,2.0,29.0,153.0,2.0,304.0
40.0,9.0,124.0,14.0,11.0,54.0,4.0,207.0
40.0,10.0,113.0,7.0,16.0,94.0,4.0,234.0
40.0,11.0,145.0,4.0,22.0,116.0,3.0,290.0
40.0,12.0,71.0,4.0,7.0,69.0,4.0,155.0
40.0,13.0,107.0,7.0,21.0,153.0,2.0,290.0
40.0,14.0,107.0,8.0,4.0,66.0,4.0,189.0
40.0,15.0,118.0,6.0,17.0,82.0,2.0,225.0
40.0,16.0,116.0,2.0,15.0,140.0,1.0,274.0
40.0,17.0,118.0,9.0,20.0,92.0,1.0,240.0
40.0,18.0,74.0,21.0,9.0,67.0,3.0,174.0
40.0,19.0,155.0,6.0,29.0,113.0,8.0,311.0
40.0,20.0,114.0,9.0,20.0,70.0,2.0,215.0
40.0,21.0,151.0,6.0,15.0,132.0,1.0,305.0
40.0,22.0,105.0,5.0,9.0,98.0,1.0,218.0
40.0,23.0,162.0,13.0,11.0,125.0,3.0,314.0
40.0,24.0,99.0,11.0,17.0,65.0,3.0,195.0
40.0,25.0,120.0,6.0,14.0,117.0,4.0,261.0
40.0,26.0,126.0,7.0,14.0,138.0,0.0,285.0
40.0,27.0,117.0,17.0,19.0,168.0,3.0,324.0
40.0,28.0,115.0,12.0,12.0,141.0,1.0,281.0
40.0,29.0,170.0,6.0,20.0,92.0,2.0,290.0
40.0,30.0,182.0,10.0,24.0,105.0,2.0,323.0
40.0,31.0,120.0,2.0,12.0,147.0,1.0,282.0
40.0,32.0,134.0,5.0,21.0,119.0,1.0,280.0
40.0,33.0,120.0,6.0,16.0,131.0,1.0,274.0
40.0,34.0,131.0,7.0,15.0,100.0,1.0,254.0
40.0,35.0,96.0,12.0,10.0,58.0,6.0,182.0
40.0,36.0,123.0,8.0,13.0,96.0,1.0,241.0
40.0,37.0,106.0,13.0,15.0,114.0,1.0,249.0
40.0,38.0,113.0,3.0,22.0,150.0,1.0,289.0
40.0,39.0,32.0,5.0,3.0,23.0,3.0,66.0
41.0,1.0,137.0,11.0,65.0,108.0,4.0,325.0
41.0,2.0,170.0,11.0,73.0,102.0,2.0,358.0
41.0,3.0,124.0,6.0,41.0,128.0,5.0,304.0
41.0,4.0,180.0,8.0,55.0,123.0,1.0,367.0
41.0,5.0,154.0,12.0,41.0,94.0,2.0,303.0
41.0,6.0,202.0,15.0,46.0,88.0,3.0,354.0
41.0,7.0,199.0,6.0,67.0,120.0,6.0,398.0
41.0,8.0,147.0,6.0,65.0,110.0,2.0,330.0
41.0,9.0,133.0,2.0,63.0,106.0,0.0,304.0
41.0,10.0,193.0,10.0,63.0,103.0,2.0,371.0
41.0,11.0,169.0,14.0,69.0,106.0,3.0,361.0
41.0,12.0,145.0,6.0,59.0,93.0,2.0,305.0
41.0,13.0,149.0,6.0,100.0,99.0,2.0,356.0
41.0,14.0,199.0,11.0,37.0,112.0,1.0,360.0
41.0,15.0,161.0,15.0,71.0,124.0,3.0,374.0
41.0,16.0,136.0,10.0,50.0,97.0,2.0,295.0
41.0,17.0,157.0,8.0,45.0,97.0,3.0,310.0
41.0,18.0,138.0,8.0,68.0,84.0,3.0,301.0
41.0,19.0,186.0,18.0,57.0,114.0,0.0,375.0
41.0,20.0,156.0,5.0,37.0,75.0,1.0,274.0
41.0,21.0,178.0,10.0,51.0,76.0,2.0,317.0
41.0,22.0,147.0,16.0,68.0,103.0,3.0,337.0
41.0,23.0,165.0,11.0,55.0,84.0,1.0,316.0
41.0,24.0,146.0,1.0,47.0,102.0,0.0,296.0
41.0,25.0,69.0,8.0,19.0,40.0,2.0,138.0
41.0,26.0,146.0,18.0,61.0,111.0,4.0,340.0
41.0,27.0,109.0,3.0,28.0,57.0,1.0,198.0
41.0,28.0,100.0,9.0,16.0,56.0,3.0,184.0
41.0,29.0,84.0,6.0,18.0,41.0,1.0,150.0
41.0,30.0,128.0,5.0,67.0,112.0,2.0,314.0
41.0,31.0,245.0,8.0,46.0,95.0,2.0,396.0
41.0,32.0,124.0,9.0,42.0,67.0,3.0,245.0
41.0,33.0,131.0,12.0,77.0,74.0,0.0,294.0
41.0,34.0,134.0,3.0,56.0,74.0,3.0,270.0
41.0,35.0,159.0,17.0,65.0,114.0,6.0,361.0
41.0,36.0,144.0,7.0,52.0,94.0,1.0,298.0
41.0,37.0,154.0,9.0,63.0,106.0,2.0,334.0
41.0,38.0,127.0,1.0,52.0,97.0,4.0,281.0
41.0,39.0,158.0,11.0,51.0,112.0,3.0,335.0
41.0,40.0,168.0,12.0,83.0,126.0,2.0,391.0
41.0,41.0,167.0,7.0,65.0,101.0,0.0,340.0
41.0,42.0,142.0,16.0,75.0,94.0,3.0,330.0
41.0,43.0,149.0,6.0,52.0,113.0,3.0,323.0
41.0,44.0,170.0,13.0,71.0,112.0,3.0,369.0
41.0,45.0,105.0,14.0,58.0,96.0,3.0,276.0
41.0,46.0,168.0,17.0,49.0,129.0,3.0,366.0
41.0,47.0,138.0,9.0,60.0,99.0,4.0,310.0
42.0,1.0,236.0,7.0,12.0,41.0,1.0,297.0
42.0,2.0,119.0,5.0,14.0,36.0,1.0,175.0
42.0,3.0,93.0,2.0,23.0,44.0,3.0,165.0
42.0,4.0,217.0,8.0,18.0,50.0,2.0,295.0
42.0,5.0,113.0,1.0,4.0,13.0,2.0,133.0
42.0,6.0,229.0,10.0,28.0,85.0,5.0,357.0
42.0,7.0,218.0,11.0,14.0,30.0,2.0,275.0
42.0,8.0,192.0,10.0,18.0,45.0,3.0,268.0
42.0,9.0,127.0,10.0,12.0,49.0,2.0,200.0
42.0,10.0,129.0,8.0,14.0,29.0,3.0,183.0
42.0,11.0,153.0,10.0,20.0,41.0,3.0,227.0
42.0,12.0,148.0,3.0,9.0,28.0,1.0,189.0
42.0,13.0,231.0,9.0,39.0,57.0,5.0,341.0
42.0,14.0,115.0,2.0,3.0,28.0,0.0,148.0
42.0,15.0,91.0,3.0,9.0,18.0,0.0,121.0
42.0,16.0,137.0,10.0,15.0,35.0,0.0,197.0
42.0,17.0,155.0,8.0,8.0,14.0,1.0,186.0
42.0,18.0,109.0,7.0,7.0,25.0,2.0,150.0
42.0,19.0,201.0,9.0,20.0,32.0,2.0,264.0
42.0,20.0,99.0,3.0,11.0,18.0,0.0,131.0
42.0,21.0,98.0,2.0,10.0,34.0,0.0,144.0
42.0,22.0,85.0,5.0,7.0,10.0,0.0,107.0
42.0,23.0,144.0,3.0,7.0,16.0,0.0,170.0
42.0,24.0,183.0,8.0,13.0,33.0,3.0,240.0
42.0,25.0,157.0,10.0,8.0,45.0,3.0,223.0
42.0,26.0,182.0,4.0,10.0,28.0,2.0,226.0
42.0,27.0,154.0,7.0,12.0,46.0,0.0,219.0
42.0,28.0,213.0,7.0,13.0,84.0,7.0,324.0
42.0,29.0,127.0,2.0,15.0,28.0,0.0,172.0
42.0,30.0,203.0,5.0,15.0,48.0,0.0,271.0
42.0,31.0,146.0,5.0,6.0,33.0,2.0,192.0
42.0,32.0,116.0,0.0,6.0,22.0,1.0,145.0
42.0,33.0,124.0,10.0,15.0,35.0,1.0,185.0
42.0,34.0,217.0,5.0,9.0,23.0,2.0,256.0
42.0,35.0,215.0,15.0,16.0,43.0,3.0,292.0
42.0,36.0,135.0,5.0,15.0,35.0,3.0,193.0
42.0,37.0,89.0,3.0,6.0,14.0,2.0,114.0
42.0,38.0,131.0,7.0,6.0,33.0,0.0,177.0
42.0,39.0,94.0,4.0,10.0,25.0,3.0,136.0
42.0,40.0,149.0,6.0,6.0,25.0,1.0,187.0
42.0,41.0,126.0,6.0,14.0,32.0,1.0,179.0
